path,scope,bytes
SKILL_SOURCES/judge-blind-workflow/scripts/blind_mapping.py,skill_source,2023
SKILL_SOURCES/judge-blind-workflow/SKILL.md,skill_source,1883
SKILL_SOURCES/judge-pairwise-swap/agents/openai.yaml,skill_source,123
SKILL_SOURCES/judge-pairwise-swap/scripts/swap_consistency.py,skill_source,1750
SKILL_SOURCES/judge-pairwise-swap/SKILL.md,skill_source,2282
SKILL_SOURCES/judge-run-protocol/agents/openai.yaml,skill_source,125
SKILL_SOURCES/judge-run-protocol/references/envelope_template.yaml,skill_source,1464
SKILL_SOURCES/judge-run-protocol/references/run_checklist.md,skill_source,1073
SKILL_SOURCES/judge-run-protocol/SKILL.md,skill_source,2933
SKILL_SOURCES/judge-study-aggregation/agents/openai.yaml,skill_source,130
SKILL_SOURCES/judge-study-aggregation/references/runs_schema.md,skill_source,2191
SKILL_SOURCES/judge-study-aggregation/scripts/study_stats.py,skill_source,10709
SKILL_SOURCES/judge-study-aggregation/SKILL.md,skill_source,2116
STUDY_PACKAGES/unified1000_bnat50_v1_0/01-07-bnat-academic-research-refresh-2026-07-05.md,study_package,10470
STUDY_PACKAGES/unified1000_bnat50_v1_0/03-05-blind-narrative-actuation-protocol-1-1-.md,study_package,22080
STUDY_PACKAGES/unified1000_bnat50_v1_0/04-04-narrative-actuation-tests-2-2-.md,study_package,45040
STUDY_PACKAGES/unified1000_bnat50_v1_0/05-blind-narrative-actuation-protocol-1- (1).md,study_package,22080
STUDY_PACKAGES/unified1000_bnat50_v1_0/07-bnat-academic-research-refresh-2026-07-05.md,study_package,10470
STUDY_PACKAGES/unified1000_bnat50_v1_0/ADR-2026-07-19-BNAT50-RESTORE.md,study_package,1639
STUDY_PACKAGES/unified1000_bnat50_v1_0/ADR-2026-07-19-BNAT50-STRENGTHEN-v1_1.md,study_package,4026
STUDY_PACKAGES/unified1000_bnat50_v1_0/aimodels/модель1_answers_001_1000.md,study_package,839143
STUDY_PACKAGES/unified1000_bnat50_v1_0/aimodels/модель2_answers_001_1000.md,study_package,838586
STUDY_PACKAGES/unified1000_bnat50_v1_0/aimodels/модель3_answers_001_1000.md,study_package,765356
STUDY_PACKAGES/unified1000_bnat50_v1_0/audit/bnat50_task_qc.csv,study_package,6279
STUDY_PACKAGES/unified1000_bnat50_v1_0/audit/independent_readback_phase1.json,study_package,605
STUDY_PACKAGES/unified1000_bnat50_v1_0/audit/qc_summary.json,study_package,1254
STUDY_PACKAGES/unified1000_bnat50_v1_0/audit/SEMANTIC_REVIEW_32.md,study_package,13716
STUDY_PACKAGES/unified1000_bnat50_v1_0/BBXMKJX6Iwf_CAO9YzDojpHlRR8XmgD01EdLUDaajeU.md,study_package,46920
STUDY_PACKAGES/unified1000_bnat50_v1_0/bnat_academic_research_v0_7.md,study_package,29581
STUDY_PACKAGES/unified1000_bnat50_v1_0/bnat_academic_research_v0_8.md,study_package,21898
STUDY_PACKAGES/unified1000_bnat50_v1_0/bnat_case_evidence_matrix_v0_7.csv,study_package,7502
STUDY_PACKAGES/unified1000_bnat50_v1_0/bnat_case_evidence_matrix_v0_8.csv,study_package,7741
STUDY_PACKAGES/unified1000_bnat50_v1_0/bnat_historical_results_ledger_v0_8.csv,study_package,1681
STUDY_PACKAGES/unified1000_bnat50_v1_0/bnat_preregistration_protocol_v0_8.md,study_package,2878
STUDY_PACKAGES/unified1000_bnat50_v1_0/BNAT_v0.6_academic_upgrade_pack.md,study_package,26567
STUDY_PACKAGES/unified1000_bnat50_v1_0/BNAT_v0.6_stimulus_extension_cases_011_018.md,study_package,34128
STUDY_PACKAGES/unified1000_bnat50_v1_0/bnat_v0_6_publication_grade_protocol.md,study_package,9623
STUDY_PACKAGES/unified1000_bnat50_v1_0/candidate/unified_1000_questions_tasks_bnat50_v1_1.md,study_package,481089
STUDY_PACKAGES/unified1000_bnat50_v1_0/DESIGN_REPORT.md,study_package,8128
STUDY_PACKAGES/unified1000_bnat50_v1_0/evaluator_private/answer_staleness_v1_1.json,study_package,1402
STUDY_PACKAGES/unified1000_bnat50_v1_0/evaluator_private/bnat50_position_map.csv,study_package,18470
STUDY_PACKAGES/unified1000_bnat50_v1_0/evaluator_private/bnat50_registry.jsonl,study_package,28578
STUDY_PACKAGES/unified1000_bnat50_v1_0/evaluator_private/canonical18_source_prompts.json,study_package,77947
STUDY_PACKAGES/unified1000_bnat50_v1_0/evaluator_private/replacement_ledger.jsonl,study_package,48549
STUDY_PACKAGES/unified1000_bnat50_v1_0/evaluator_private/rotation_sampler.py,study_package,2572
STUDY_PACKAGES/unified1000_bnat50_v1_0/evaluator_private/variant_marker_map.csv,study_package,4923
STUDY_PACKAGES/unified1000_bnat50_v1_0/MANIFEST.sha256,study_package,4119
STUDY_PACKAGES/unified1000_bnat50_v1_0/METHODOLOGY_AND_DEPENDENCY_AUDIT.md,study_package,4300
STUDY_PACKAGES/unified1000_bnat50_v1_0/QC_REPORT.md,study_package,3477
STUDY_PACKAGES/unified1000_bnat50_v1_0/README.md,study_package,1484
STUDY_PACKAGES/unified1000_bnat50_v1_0/RUNTIME_BOUNDARY.md,study_package,1869
STUDY_PACKAGES/unified1000_bnat50_v1_0/STUDY_OPERATOR_GUIDE.md,study_package,5779
STUDY_PACKAGES/unified1000_bnat50_v1_0/versions/unified_1000_questions_tasks_bnat50_v1_0.md,study_package,459027
STUDY_PACKAGES/unified1000_bnat50_v1_0/WEB_RESEARCH_NOTES.md,study_package,3024
UPLOAD_TO_PROJECT/knowledge/00_JUDGE_ROUTER.md,core_upload,6138
UPLOAD_TO_PROJECT/knowledge/01_SYSTEM_CHARTER.md,core_upload,4741
UPLOAD_TO_PROJECT/knowledge/02_EVALUATION_ONTOLOGY.md,core_upload,4950
UPLOAD_TO_PROJECT/knowledge/03_EVALUATION_PACKAGE.md,core_upload,3601
UPLOAD_TO_PROJECT/knowledge/04_HARD_GATES.md,core_upload,7363
UPLOAD_TO_PROJECT/knowledge/05_SCORING_MODEL.md,core_upload,3412
UPLOAD_TO_PROJECT/knowledge/06_TASK_AND_ESTIMAND_TAXONOMY.md,core_upload,2106
UPLOAD_TO_PROJECT/knowledge/07_CRITERION_REGISTRY.md,core_upload,7382
UPLOAD_TO_PROJECT/knowledge/08_Q100_TRUTH_QUALITY.md,core_upload,2550
UPLOAD_TO_PROJECT/knowledge/09_S100_SPACE.md,core_upload,2125
UPLOAD_TO_PROJECT/knowledge/10_A100_AGENCY.md,core_upload,1796
UPLOAD_TO_PROJECT/knowledge/11_R100_RELIABILITY.md,core_upload,2223
UPLOAD_TO_PROJECT/knowledge/12_G100_GOVERNANCE.md,core_upload,1458
UPLOAD_TO_PROJECT/knowledge/13_COMPARISON_PROTOCOL.md,core_upload,2904
UPLOAD_TO_PROJECT/knowledge/14_EVIDENCE_TYPES.md,core_upload,2367
UPLOAD_TO_PROJECT/knowledge/15_PROVENANCE_GRAPH.md,core_upload,2137
UPLOAD_TO_PROJECT/knowledge/16_UNKNOWN_CONFLICT_APPLICABILITY.md,core_upload,1594
UPLOAD_TO_PROJECT/knowledge/17_FAILURE_REGISTRY.md,core_upload,1896
UPLOAD_TO_PROJECT/knowledge/18_JUDGE_SECURITY.md,core_upload,3262
UPLOAD_TO_PROJECT/knowledge/19_PRIVACY_REDACTION.md,core_upload,1510
UPLOAD_TO_PROJECT/knowledge/20_CLAIM_CEILING.md,core_upload,1886
UPLOAD_TO_PROJECT/knowledge/21_RUN_PROTOCOL.md,core_upload,3008
UPLOAD_TO_PROJECT/knowledge/22_OUTPUT_CONTRACT.md,core_upload,3730
UPLOAD_TO_PROJECT/knowledge/23_SINGLE_RUN_EXAMPLE.md,core_upload,2317
UPLOAD_TO_PROJECT/knowledge/24_PAIRWISE_RUN_EXAMPLE.md,core_upload,1451
UPLOAD_TO_PROJECT/knowledge/25_ADVERSARIAL_CASES.md,core_upload,3469
UPLOAD_TO_PROJECT/knowledge/26_ACCEPTANCE_SUITE.md,core_upload,5635
UPLOAD_TO_PROJECT/knowledge/27_GOVERNANCE_VERSIONING.md,core_upload,2731
UPLOAD_TO_PROJECT/knowledge/28_CURRENT_STATUS_LIMITATIONS.md,core_upload,3346
UPLOAD_TO_PROJECT/knowledge/29_INDEX_UPLOAD_MANIFEST.md,core_upload,3721
UPLOAD_TO_PROJECT/PROJECT_INSTRUCTIONS.txt,core_upload,7666
